"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,0,2,"Mon Oct 22 16:21:00 2018",5,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,0,1,1.5,1,0.999922037124634,NA,"A","horse",0,1,0
"2",2,18,1,0,2,"Mon Oct 22 16:21:00 2018",4,"old","images/prime/task/A/table","table",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,1,1,1.5,1,0.603214025497437,NA,"A","desk",0,1,0
"3",3,18,1,0,2,"Mon Oct 22 16:21:00 2018",6,"old","images/prime/task/A/bed","bed",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,2,1,1.5,1,0.457154989242554,NA,"A","bed",0,1,0
"4",4,18,1,1,2,"Mon Oct 22 16:21:00 2018",8,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,3,1,1.5,1,0.108700037002563,NA,"B","sandwitch",0,1,0
"5",5,18,1,1,2,"Mon Oct 22 16:21:00 2018",7,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,4,1,1.5,1,0.702363014221191,NA,"B","hand",0,1,0
"6",6,18,1,0,2,"Mon Oct 22 16:21:00 2018",6,"old","images/prime/task/A/hanger","hanger",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,5,1,1.5,1,1.45710492134094,NA,"A","hanger",0,1,0
"7",7,18,1,0,2,"Mon Oct 22 16:21:00 2018",7,"old","images/prime/task/A/penguin","penguin",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,6,1,1.5,1,0.627336025238037,NA,"A","bird",0,1,0
"8",8,18,1,1,2,"Mon Oct 22 16:21:00 2018",7,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,7,1,1.5,1,0.476961135864258,NA,"B","carrot",0,1,0
"9",9,18,1,0,2,"Mon Oct 22 16:21:00 2018",6,"old","images/prime/task/A/foot","foot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,8,1,1.5,1,0.900742053985596,NA,"A","foot",0,1,0
"10",10,18,1,0,2,"Mon Oct 22 16:21:00 2018",6,"old","images/prime/task/A/shoe","shoe",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A026",26,9,1,1.5,1,0.961885213851929,NA,"A","shoe",0,1,0
