"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,9,1,1,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,0,1,1.5,1,0.093858957,NA,"A","ladder",0,1,0
"2",2,9,1,0,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,1,1,1.5,1,0.276794195,NA,"B","bird",0,0,0
"3",3,9,1,0,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/B/chair","chair",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,2,1,1.5,1,0.563369989,NA,"B","chair",0,1,0
"4",4,9,1,0,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/B/umbrella","umbrella",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,3,1,1.5,1,0.988425016,NA,"B","umbrella",0,1,0
"5",5,9,1,0,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,4,1,1.5,1,1.079201937,NA,"B","sandwich",0,1,0
"6",6,9,1,1,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/A/bed","bed",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,5,1,1.5,1,0.587106943,NA,"A","bed",0,1,0
"7",7,9,1,0,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/B/apple","apple",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,6,1,1.5,1,1.469111919,NA,"B","apple",0,1,0
"8",8,9,1,1,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,7,1,1.5,1,0.238023996,NA,"A","kite",0,1,0
"9",9,9,1,1,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/A/hanger","hanger",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,8,1,1.5,1,1.246763945,NA,"A","clothes hanger",0,1,0
"10",10,9,1,1,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/A/penguin","penguin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,9,1,1.5,1,1.331650972,NA,"A","penguin",0,1,0
"11",11,9,1,1,0,"Sat May 25 15:30:10 2019",3,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,10,1,1.5,1,0.27295804,NA,"A","fish",0,0,0
"12",12,9,1,0,0,"Sat May 25 15:30:10 2019",4,"old","images/prime/task/B/kangaroo","kangaroo",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,11,1,1.5,1,1.486935854,NA,"B","kangaroo",0,1,0
"13",13,9,1,1,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,12,1,1.5,1,0.139894009,NA,"A","bunny",0,0,0
"14",14,9,1,1,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/A/monkey","monkey",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,13,1,1.5,1,0.227782011,NA,"A","monkey",0,1,0
"15",15,9,1,0,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,14,1,1.5,1,0.155645847,NA,"B","ball",0,1,0
"16",16,9,1,1,0,"Sat May 25 15:30:10 2019",8,"old","images/prime/task/A/grapes","grapes",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,15,1,1.5,1,0.596278906,NA,"A","grapes",0,1,0
"17",17,9,1,1,0,"Sat May 25 15:30:10 2019",8,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,16,1,1.5,1,0.21780014,NA,"A","whistle",0,1,0
"18",18,9,1,1,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/A/tree","tree",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,17,1,1.5,1,1.123051167,NA,"A","tree",0,1,0
"19",19,9,1,0,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/B/sock","sock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,18,1,1.5,1,0.583261967,NA,"B","sock",0,1,0
"20",20,9,1,1,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/A/foot","foot",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,19,1,1.5,1,0.091026068,NA,"A","foot",0,1,0
"21",21,9,1,1,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,20,1,1.5,1,0.759515047,NA,"A","clock",0,1,0
"22",22,9,1,1,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/A/shoe","shoe",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,21,1,1.5,1,1.251068115,NA,"A","shoe",0,1,0
"23",23,9,1,1,0,"Sat May 25 15:30:10 2019",4,"old","images/prime/task/A/pear","pear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,22,1,1.5,1,1.26086998,NA,"A","apple",0,1,0
"24",24,9,1,0,0,"Sat May 25 15:30:10 2019",8,"old","images/prime/task/B/ear","ear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,23,1,1.5,1,1.398290873,NA,"B","ear",0,1,0
"25",25,9,1,0,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/B/bowl","bowl",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,24,1,1.5,1,0.026640892,NA,"B","bowl",0,1,0
"26",26,9,1,0,0,"Sat May 25 15:30:10 2019",4,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,25,1,1.5,1,1.319118023,NA,"B","ruler",0,0,0
"27",27,9,1,1,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/A/truck","truck",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,26,1,1.5,1,1.045145988,NA,"A","truck",0,1,0
"28",28,9,1,0,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/B/pumpkin","pumpkin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,27,1,1.5,1,0.42315793,NA,"B","pumpkin",0,1,0
"29",29,9,1,1,0,"Sat May 25 15:30:10 2019",8,"old","images/prime/task/A/watch","watch",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,28,1,1.5,1,0.380836964,NA,"A","watch",0,1,0
"30",30,9,1,0,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/B/elephant","elephant",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,29,1,1.5,1,0.160655022,NA,"B","elephant",0,1,0
"31",31,9,1,0,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/B/car","car",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,30,1,1.5,1,0.344783783,NA,"B","car",0,1,0
"32",32,9,1,0,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/B/bird","bird",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,31,1,1.5,1,1.060961962,NA,"B","bird",0,1,0
"33",33,9,1,0,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/B/guitar","guitar",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,32,1,1.5,1,0.255684853,NA,"B","guitar",0,1,0
"34",34,9,1,0,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/B/camel","camel",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,33,1,1.5,1,1.404142141,NA,"B","camel",0,1,0
"35",35,9,1,1,0,"Sat May 25 15:30:10 2019",4,"old","images/prime/task/A/banana","banana",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,34,1,1.5,1,1.481448174,NA,"A","banaa",0,1,0
"36",36,9,1,0,0,"Sat May 25 15:30:10 2019",5,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,35,1,1.5,1,1.283478022,NA,"B","vaccuum",0,0,0
"37",37,9,1,0,0,"Sat May 25 15:30:10 2019",8,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,36,1,1.5,1,0.366043091,NA,"B","hand",0,1,0
"38",38,9,1,1,0,"Sat May 25 15:30:10 2019",6,"old","images/prime/task/A/fish","fish",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,37,1,1.5,1,0.395369053,NA,"A","fish",0,1,0
"39",39,9,1,0,0,"Sat May 25 15:30:10 2019",7,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1080",1080,38,1,1.5,1,1.218005896,NA,"B","flower",0,1,0
