,age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age,response_correct,response_uncertain
1,8,1,0,3,Sun May 19 14:06:31 2019,5,old,images/prime/task/A/snowman,snowman,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,0,1,1.5,1,0.966211081,NA,A,teddy bear,0,0,0
2,8,1,1,3,Sun May 19 14:06:31 2019,6,old,images/prime/task/B/glasses,glasses,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,1,1,1.5,1,1.234553099,NA,B,hat,0,0,0
3,8,1,1,3,Sun May 19 14:06:31 2019,5,old,images/prime/task/B/car,car,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,2,1,1.5,1,1.101129055,NA,B,car,0,1,0
4,8,1,0,3,Sun May 19 14:06:31 2019,6,old,images/prime/task/A/monkey,monkey,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,3,1,1.5,1,0.562657118,NA,A,octopus,0,0,0
5,8,1,0,3,Sun May 19 14:06:31 2019,6,old,images/prime/task/A/piano,piano,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,4,1,1.5,1,0.415798903,NA,A,truck,0,0,0
6,8,1,1,3,Sun May 19 14:06:31 2019,7,old,images/prime/task/B/ball,ball,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,5,1,1.5,1,0.076971054,NA,B,ball,0,1,0
7,8,1,0,3,Sun May 19 14:06:31 2019,7,old,images/prime/task/A/hanger,hanger,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,6,1,1.5,1,0.159281969,NA,A,triangle,0,0,0
8,8,1,1,3,Sun May 19 14:06:31 2019,7,old,images/prime/task/B/carrot,carrot,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,7,1,1.5,1,1.391315222,NA,B,carrot,0,1,0
9,8,1,0,3,Sun May 19 14:06:31 2019,5,old,images/prime/task/A/banana,banana,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,8,1,1.5,1,0.994980097,NA,A,moon,0,0,0
10,8,1,0,3,Sun May 19 14:06:31 2019,7,old,images/prime/task/A/shoe,shoe,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,9,1,1.5,1,0.419831991,NA,A,shoe,0,1,0
11,8,1,1,3,Sun May 19 14:06:31 2019,4,old,images/prime/task/B/mountain,mountain,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,10,1,1.5,1,1.143913984,NA,B,mountain,0,1,0
12,8,1,0,3,Sun May 19 14:06:31 2019,6,old,images/prime/task/A/horse,horse,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,11,1,1.5,1,0.932528973,NA,A,horse,0,1,0
13,8,1,1,3,Sun May 19 14:06:31 2019,5,old,images/prime/task/B/kangaroo,kangaroo,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,12,1,1.5,1,0.742021799,NA,B,cow,0,0,0
14,8,1,1,3,Sun May 19 14:06:31 2019,8,old,images/prime/task/B/comb,comb,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,13,1,1.5,1,NA,NA,B,comb,0,1,0
15,8,1,0,3,Sun May 19 14:06:31 2019,7,old,images/prime/task/A/watch,watch,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,14,1,1.5,1,0.79725194,NA,A,watch,0,1,0
16,8,1,0,3,Sun May 19 14:06:31 2019,5,old,images/prime/task/A/foot,foot,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,15,1,1.5,1,1.142453194,NA,A,foot,0,1,0
17,8,1,1,3,Sun May 19 14:06:31 2019,6,old,images/prime/task/B/apple,apple,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,16,1,1.5,1,0.364681959,NA,B,apple,0,1,0
18,8,1,1,3,Sun May 19 14:06:31 2019,6,old,images/prime/task/B/pumpkin,pumpkin,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,17,1,1.5,1,0.36570406,NA,B,onion,0,0,0
19,8,1,0,3,Sun May 19 14:06:31 2019,7,old,images/prime/task/A/ladder,ladder,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,18,1,1.5,1,0.730024815,NA,A,sidewalk,0,0,0
20,8,1,1,3,Sun May 19 14:06:31 2019,7,old,images/prime/task/B/bird,bird,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1075,1075,19,1,1.5,1,0.070476055,NA,B,bird,0,1,0
