age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age
18,1,1,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/A/monkey,monkey,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,0,1,1.5,1,0.720780134201,,A,monkey,0
18,1,1,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/A/kite,kite,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,1,1,1.5,1,0.940603017807,,A,kite,0
18,1,0,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/B/elephant,elephant,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,2,1,1.5,1,0.973961114883,,B,elephant,0
18,1,0,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/B/pumpkin,pumpkin,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,3,1,1.5,1,0.429907083511,,B,pumpkin,0
18,1,1,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/A/piano,piano,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,4,1,1.5,1,0.823019981384,,A,piano,0
18,1,0,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/B/chair,chair,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,5,1,1.5,1,0.716866016388,,B,chair,0
18,1,0,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/B/bird,bird,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,6,1,1.5,1,0.445491075516,,B,bird,0
18,1,0,1,Mon Sep 23 16:06:32 2019,7,old,images/prime/task/B/carrot,carrot,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,7,1,1.5,1,0.317907094955,,B,carrot,0
18,1,0,1,Mon Sep 23 16:06:32 2019,7,old,images/prime/task/B/mountain,mountain,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,8,1,1.5,1,0.461607933044,,B,mountain,0
18,1,0,1,Mon Sep 23 16:06:32 2019,7,old,images/prime/task/B/glasses,glasses,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,9,1,1.5,1,0.0664720535278,,B,glasses,0
18,1,0,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/B/ear,ear,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,10,1,1.5,1,0.842628002167,,B,ear,0
18,1,1,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/A/cat,cat,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,11,1,1.5,1,0.602458000183,,A,cat,0
18,1,1,1,Mon Sep 23 16:06:32 2019,7,old,images/prime/task/A/grapes,grapes,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,12,1,1.5,1,0.361864089966,,A,grapes,0
18,1,0,1,Mon Sep 23 16:06:32 2019,7,old,images/prime/task/B/ball,ball,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,13,1,1.5,1,1.1095290184,,B,egg,0
18,1,1,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/A/scissors,scissors,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,14,1,1.5,1,1.09720301628,,A,scissors,0
18,1,0,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/B/key,key,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,15,1,1.5,1,1.05656504631,,B,key,0
18,1,1,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/A/ladder,ladder,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,16,1,1.5,1,0.613119125366,,A,ladder,0
18,1,0,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/B/camel,camel,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,17,1,1.5,1,0.316969156265,,B,camel,0
18,1,1,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/A/bed,bed,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,18,1,1.5,1,0.273368120193,,A,bed,0
18,1,1,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/A/shoe,shoe,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,19,1,1.5,1,0.366987943649,,A,shoe,0
18,1,0,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/B/candle,candle,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,20,1,1.5,1,1.28237104416,,B,candle,0
18,1,0,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/B/sandwich,sandwich,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,21,1,1.5,1,1.22182512283,,B,sandwich,0
18,1,0,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/B/kangaroo,kangaroo,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,22,1,1.5,1,1.42433905602,,B,kangaroo,0
18,1,0,1,Mon Sep 23 16:06:32 2019,7,old,images/prime/task/B/comb,comb,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,23,1,1.5,1,1.33933591843,,B,comb,0
18,1,1,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/A/horse,horse,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,24,1,1.5,1,0.887777090073,,A,horse,0
18,1,1,1,Mon Sep 23 16:06:32 2019,3,old,images/prime/task/A/hanger,hanger,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,25,1,1.5,1,1.24156904221,,A,hanger,0
18,1,1,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/A/foot,foot,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,26,1,1.5,1,0.749703168869,,A,foot,0
18,1,1,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/A/pear,pear,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,27,1,1.5,1,0.419430017471,,A,pear,0
18,1,0,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/B/sock,sock,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,28,1,1.5,1,0.912402868271,,B,sock,0
18,1,1,1,Mon Sep 23 16:06:32 2019,6,old,images/prime/task/A/penguin,penguin,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,29,1,1.5,1,0.667848110199,,A,penguin,0
18,1,0,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/B/guitar,guitar,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,30,1,1.5,1,1.01631379128,,B,guitar,0
18,1,0,1,Mon Sep 23 16:06:32 2019,3,old,images/prime/task/B/umbrella,umbrella,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,31,1,1.5,1,1.11180901527,,B,umbrella,0
18,1,1,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/A/truck,truck,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,32,1,1.5,1,1.24914097786,,A,truck,0
18,1,0,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/B/apple,apple,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,33,1,1.5,1,1.06316304207,,B,apple,0
18,1,1,1,Mon Sep 23 16:06:32 2019,5,old,images/prime/task/A/fish,fish,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,34,1,1.5,1,1.00610399246,,A,fish,0
18,1,1,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/A/banana,banana,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,35,1,1.5,1,0.0370252132416,,A,banana,0
18,1,1,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/A/tree,tree,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,36,1,1.5,1,1.45583891869,,A,tree,0
18,1,1,1,Mon Sep 23 16:06:32 2019,3,old,images/prime/task/A/snowman,snowman,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,37,1,1.5,1,1.3974199295,,A,snowman,0
18,1,1,1,Mon Sep 23 16:06:32 2019,4,old,images/prime/task/A/whistle,whistle,4,0,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,2005,2005,38,1,1.5,1,0.555583953857,,A,whistle,0
