"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,1,0,"Wed Apr  3 11:12:46 2019",5,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,0,1,1.5,1,0.820515871048,NA,"A","clock",0,1,0
"2",2,18,1,1,0,"Wed Apr  3 11:12:46 2019",6,"old","images/prime/task/A/tree","tree",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,1,1,1.5,1,0.737143993378,NA,"A","tree",0,1,0
"3",3,18,1,1,0,"Wed Apr  3 11:12:46 2019",6,"old","images/prime/task/A/banana","banana",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,2,1,1.5,1,0.484395027161,NA,"A","banana",0,1,0
"4",4,18,1,0,0,"Wed Apr  3 11:12:46 2019",6,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,3,1,1.5,1,0.863281011581,NA,"B","flower",0,1,0
"5",5,18,1,0,0,"Wed Apr  3 11:12:46 2019",7,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,4,1,1.5,1,0.201277017593,NA,"B","carrot",0,1,0
"6",6,18,1,1,0,"Wed Apr  3 11:12:46 2019",5,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,5,1,1.5,1,0.654361009598,NA,"A","horse",0,1,0
"7",7,18,1,0,0,"Wed Apr  3 11:12:46 2019",5,"old","images/prime/task/B/elephant","elephant",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,6,1,1.5,1,0.660151004791,NA,"B","elephet",0,1,0
"8",8,18,1,0,0,"Wed Apr  3 11:12:46 2019",5,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,7,1,1.5,1,1.43790388107,NA,"B","glasses",0,1,0
"9",9,18,1,0,0,"Wed Apr  3 11:12:46 2019",5,"old","images/prime/task/B/sock","sock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,8,1,1.5,1,1.05185103416,NA,"B","socks",0,1,0
"10",10,18,1,0,0,"Wed Apr  3 11:12:46 2019",5,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,9,1,1.5,1,0.461787939072,NA,"B","leaf",0,0,0
"11",11,18,1,1,0,"Wed Apr  3 11:12:46 2019",6,"old","images/prime/task/A/pear","pear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,10,1,1.5,1,0.918259143829,NA,"A","pear",0,1,0
"12",12,18,1,1,0,"Wed Apr  3 11:12:46 2019",5,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A072",72,11,1,1.5,1,1.0974509716,NA,"A","snow men",0,1,0
