"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,1,1,"Tue Oct  2 12:14:21 2018",7,"old","images/prime/task/A/banana","banana",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,0,1,1.5,1,0.457640171051025,NA,"A","banana",0,1,0
"2",2,18,1,1,1,"Tue Oct  2 12:14:21 2018",6,"old","images/prime/task/A/kite","kite",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,1,1,1.5,1,0.217236995697021,NA,"A","kite",0,1,0
"3",3,18,1,0,1,"Tue Oct  2 12:14:21 2018",7,"old","images/prime/task/B/apple","apple",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,2,1,1.5,1,0.491453886032104,NA,"B","apple",0,1,0
"4",4,18,1,0,1,"Tue Oct  2 12:14:21 2018",5,"old","images/prime/task/B/elephant","elephant",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,3,1,1.5,1,1.45491600036621,NA,"B","elephant",0,1,0
"5",5,18,1,1,1,"Tue Oct  2 12:14:21 2018",6,"old","images/prime/task/A/hanger","hanger",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,4,1,1.5,1,1.02441000938416,NA,"A","hanger",0,1,0
"6",6,18,1,0,1,"Tue Oct  2 12:14:21 2018",5,"old","images/prime/task/B/car","car",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,5,1,1.5,1,0.624826908111572,NA,"B","car",0,1,0
"7",7,18,1,0,1,"Tue Oct  2 12:14:21 2018",6,"old","images/prime/task/B/key","key",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,6,1,1.5,1,0.304542064666748,NA,"B","key",0,1,0
"8",8,18,1,1,1,"Tue Oct  2 12:14:21 2018",5,"old","images/prime/task/A/monkey","monkey",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,7,1,1.5,1,0.674884080886841,NA,"A","monkey",0,1,0
"9",9,18,1,1,1,"Tue Oct  2 12:14:21 2018",3,"old","images/prime/task/A/watch","watch",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,8,1,1.5,1,0.950124025344849,NA,"A","octopus",0,0,0
"10",10,18,1,0,1,"Tue Oct  2 12:14:21 2018",7,"old","images/prime/task/B/sock","sock",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A021",21,9,1,1.5,1,0.85474681854248,NA,"B","sock",0,1,0
