"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,0,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/A/hanger","hanger",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,0,1,1.5,1,0.617412090302,NA,"A","hanger",0,1,0
"2",2,18,1,1,3,"Mon Mar 25 13:06:57 2019",7,"old","images/prime/task/B/mountain","mountain",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,1,1,1.5,1,0.37845993042,NA,"B","mountain",0,1,0
"3",3,18,1,0,3,"Mon Mar 25 13:06:57 2019",7,"old","images/prime/task/A/watch","watch",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,2,1,1.5,1,0.253477096558,NA,"A","watch",0,1,0
"4",4,18,1,1,3,"Mon Mar 25 13:06:57 2019",8,"old","images/prime/task/B/pumpkin","pumpkin",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,3,1,1.5,1,0.533383131027,NA,"B","pumpkin",0,1,0
"5",5,18,1,0,3,"Mon Mar 25 13:06:57 2019",5,"old","images/prime/task/A/truck","truck",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,4,1,1.5,1,1.41330194473,NA,"A","truck",0,1,0
"6",6,18,1,1,3,"Mon Mar 25 13:06:57 2019",5,"old","images/prime/task/B/apple","apple",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,5,1,1.5,1,1.29536318779,NA,"B","apple",0,1,0
"7",7,18,1,0,3,"Mon Mar 25 13:06:57 2019",5,"old","images/prime/task/A/fish","fish",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,6,1,1.5,1,1.47481298447,NA,"A","fish",0,1,0
"8",8,18,1,1,3,"Mon Mar 25 13:06:57 2019",5,"old","images/prime/task/B/elephant","elephant",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,7,1,1.5,1,0.268867015839,NA,"B","elephant",0,1,0
"9",9,18,1,1,3,"Mon Mar 25 13:06:57 2019",4,"old","images/prime/task/B/bird","bird",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,8,1,1.5,1,1.41930890083,NA,"B","bird",0,1,0
"10",10,18,1,1,3,"Mon Mar 25 13:06:57 2019",5,"old","images/prime/task/B/guitar","guitar",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,9,1,1.5,1,0.325115203857,NA,"B","guitar",0,1,0
"11",11,18,1,0,3,"Mon Mar 25 13:06:57 2019",8,"old","images/prime/task/A/monkey","monkey",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,10,1,1.5,1,0.391741991043,NA,"A","monkey",0,1,0
"12",12,18,1,0,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/A/foot","foot",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,11,1,1.5,1,0.714127779007,NA,"A","foot",0,1,0
"13",13,18,1,0,3,"Mon Mar 25 13:06:57 2019",4,"old","images/prime/task/A/bed","bed",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,12,1,1.5,1,1.08135795593,NA,"A","bed",0,1,0
"14",14,18,1,1,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/B/flower","flower",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,13,1,1.5,1,1.25870609283,NA,"B","flower",0,1,0
"15",15,18,1,0,3,"Mon Mar 25 13:06:57 2019",5,"old","images/prime/task/A/kite","kite",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,14,1,1.5,1,1.18335294724,NA,"A","kyte",0,1,0
"16",16,18,1,1,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/B/sock","sock",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,15,1,1.5,1,0.572880983353,NA,"B","sock",0,1,0
"17",17,18,1,0,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/A/tree","tree",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,16,1,1.5,1,0.89319396019,NA,"A","tree",0,1,0
"18",18,18,1,1,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/B/chair","chair",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,17,1,1.5,1,0.426551103592,NA,"B","chair",0,1,0
"19",19,18,1,1,3,"Mon Mar 25 13:06:57 2019",5,"old","images/prime/task/B/ear","ear",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,18,1,1.5,1,0.77308511734,NA,"B","ear",0,1,0
"20",20,18,1,1,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/B/glasses","glasses",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,19,1,1.5,1,0.517260074615,NA,"B","glasses",0,1,0
"21",21,18,1,1,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/B/comb","comb",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,20,1,1.5,1,1.08511209488,NA,"B","comb",0,1,0
"22",22,18,1,0,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/A/shoe","shoe",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,21,1,1.5,1,0.581870079041,NA,"A","shoe",0,1,0
"23",23,18,1,0,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/A/piano","piano",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,22,1,1.5,1,0.935256004333,NA,"A","piano",0,1,0
"24",24,18,1,0,3,"Mon Mar 25 13:06:57 2019",6,"old","images/prime/task/A/cat","cat",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A059",59,23,1,1.5,1,0.683113098145,NA,"A","cat",0,1,0
