"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,0,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/B/car","car",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,0,1,1.5,1,0.239792108535767,NA,"B","car",0,1,0
"2",2,18,1,1,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,1,1,1.5,1,1.0362651348114,NA,"A","piano",0,1,0
"3",3,18,1,0,0,"Tue Apr  2 13:11:26 2019",6,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,2,1,1.5,1,0.486778974533081,NA,"B","mountain ",0,1,0
"4",4,18,1,0,0,"Tue Apr  2 13:11:26 2019",6,"old","images/prime/task/B/elephant","elephant",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,3,1,1.5,1,1.22357511520386,NA,"B","elephant",0,1,0
"5",5,18,1,0,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/B/ear","ear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,4,1,1.5,1,0.918888092041016,NA,"B","ear",0,1,0
"6",6,18,1,0,0,"Tue Apr  2 13:11:26 2019",4,"old","images/prime/task/B/camel","camel",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,5,1,1.5,1,0.664251804351807,NA,"B","camel",0,1,0
"7",7,18,1,1,0,"Tue Apr  2 13:11:26 2019",6,"old","images/prime/task/A/hanger","hanger",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,6,1,1.5,1,0.443748950958252,NA,"A","coat hanger",0,1,0
"8",8,18,1,1,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,7,1,1.5,1,0.584285020828247,NA,"A","ladder",0,1,0
"9",9,18,1,1,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,8,1,1.5,1,0.755574941635132,NA,"A","horse",0,1,0
"10",10,18,1,1,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,9,1,1.5,1,0.762509107589722,NA,"A","snowman",0,1,0
"11",11,18,1,1,0,"Tue Apr  2 13:11:26 2019",6,"old","images/prime/task/A/fish","fish",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,10,1,1.5,1,1.19987201690674,NA,"A","fish",0,1,0
"12",12,18,1,0,0,"Tue Apr  2 13:11:26 2019",7,"old","images/prime/task/B/pumpkin","pumpkin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,11,1,1.5,1,0.395703077316284,NA,"B","watermelon",0,0,0
"13",13,18,1,0,0,"Tue Apr  2 13:11:26 2019",7,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,12,1,1.5,1,0.0982069969177246,NA,"B","glasses",0,1,0
"14",14,18,1,1,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,13,1,1.5,1,0.743093013763428,NA,"A","scissors",0,1,0
"15",15,18,1,1,0,"Tue Apr  2 13:11:26 2019",7,"old","images/prime/task/A/monkey","monkey",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,14,1,1.5,1,0.473382949829102,NA,"A","monkey",0,1,0
"16",16,18,1,0,0,"Tue Apr  2 13:11:26 2019",6,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,15,1,1.5,1,0.488584041595459,NA,"B","sandwich",0,1,0
"17",17,18,1,1,0,"Tue Apr  2 13:11:26 2019",5,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,16,1,1.5,1,0.67878794670105,NA,"A","clock",0,1,0
"18",18,18,1,0,0,"Tue Apr  2 13:11:26 2019",7,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,17,1,1.5,1,0.645528078079224,NA,"B","hand",0,1,0
"19",19,18,1,0,0,"Tue Apr  2 13:11:26 2019",6,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A068",68,18,1,1.5,1,1.17698311805725,NA,"B","comb",0,1,0
