"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,1,2,"Thu Mar 28 12:05:27 2019",6,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,0,1,1.5,1,0.913579940796,NA,"B","mountain",0,1,0
"2",2,18,1,1,2,"Thu Mar 28 12:05:27 2019",6,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,1,1,1.5,1,0.499298095703,NA,"B","ball",0,1,0
"3",3,18,1,0,2,"Thu Mar 28 12:05:27 2019",7,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,2,1,1.5,1,0.264654159546,NA,"A","kite",0,1,0
"4",4,18,1,1,2,"Thu Mar 28 12:05:27 2019",7,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,3,1,1.5,1,0.557009935379,NA,"B","carrot",0,1,0
"5",5,18,1,1,2,"Thu Mar 28 12:05:27 2019",5,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,4,1,1.5,1,1.21568799019,NA,"B","candle",0,1,0
"6",6,18,1,0,2,"Thu Mar 28 12:05:27 2019",5,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,5,1,1.5,1,0.653983831406,NA,"A","piano",0,1,0
"7",7,18,1,0,2,"Thu Mar 28 12:05:27 2019",5,"old","images/prime/task/A/banana","banana",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,6,1,1.5,1,0.0507199764252,NA,"A","banana",0,1,0
"8",8,18,1,0,2,"Thu Mar 28 12:05:27 2019",5,"old","images/prime/task/A/table","table",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,7,1,1.5,1,0.120897769928,NA,"A","desk",0,1,0
"9",9,18,1,0,2,"Thu Mar 28 12:05:27 2019",6,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,8,1,1.5,1,1.11081504822,NA,"A","whistle",0,1,0
"10",10,18,1,1,2,"Thu Mar 28 12:05:27 2019",3,"old","images/prime/task/B/umbrella","umbrella",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,9,1,1.5,1,0.604450941086,NA,"B","umbrella",0,1,0
"11",11,18,1,0,2,"Thu Mar 28 12:05:27 2019",4,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,10,1,1.5,1,1.39475703239,NA,"A","cat",0,1,0
"12",12,18,1,0,2,"Thu Mar 28 12:05:27 2019",7,"old","images/prime/task/A/shoe","shoe",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,11,1,1.5,1,0.291225910187,NA,"A","cello",0,0,0
"13",13,18,1,0,2,"Thu Mar 28 12:05:27 2019",6,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,12,1,1.5,1,0.0213029384613,NA,"A","scissors",0,1,0
"14",14,18,1,1,2,"Thu Mar 28 12:05:27 2019",5,"old","images/prime/task/B/guitar","guitar",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A062",62,13,1,1.5,1,0.690640926361,NA,"B","guitar",0,1,0
