age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/truck,truck,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,0,1,1.5,1,0.0139517784119,,A,bus,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/watch,watch,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,1,1,1.5,1,1.10596895218,,A,watch,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/banana,banana,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,2,1,1.5,1,0.906626224518,,A,banana,0
9,1,0,2,Sat Aug 10 13:11:26 2019,5,old,images/prime/task/A/table,table,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,3,1,1.5,1,0.262088060379,,A,table,0
9,1,1,2,Sat Aug 10 13:11:26 2019,5,old,images/prime/task/B/pumpkin,pumpkin,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,4,1,1.5,1,0.105679988861,,B,pumpkin,0
9,1,0,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/A/hanger,hanger,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,5,1,1.5,1,1.33925509453,,A,hanger,0
9,1,0,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/A/shoe,shoe,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,6,1,1.5,1,0.590012073517,,A,shoe,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/glasses,glasses,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,7,1,1.5,1,0.187932014465,,B,glasses,0
9,1,0,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/A/penguin,penguin,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,8,1,1.5,1,0.780538082123,,A,penguin,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/kangaroo,kangaroo,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,9,1,1.5,1,1.36031103134,,B,kangeroo,0
9,1,0,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/A/monkey,monkey,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,10,1,1.5,1,0.133875846863,,A,monkey,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/candle,candle,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,11,1,1.5,1,1.433989048,,B,candle,0
9,1,0,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/A/kite,kite,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,12,1,1.5,1,0.358034133911,,A,kite,0
9,1,0,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/A/clock,clock,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,13,1,1.5,1,0.813633203506,,A,alarm,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/bowl,bowl,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,14,1,1.5,1,0.474997997284,,B,bowl,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/ball,ball,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,15,1,1.5,1,0.145705938339,,B,ball,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/foot,foot,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,16,1,1.5,1,1.39046907425,,A,foot,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/ear,ear,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,17,1,1.5,1,0.586462020874,,B,ear,0
9,1,0,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/A/whistle,whistle,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,18,1,1.5,1,0.337873935699,,A,whistle,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/grapes,grapes,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,19,1,1.5,1,0.753539800644,,A,grapes,0
9,1,0,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/A/cat,cat,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,20,1,1.5,1,0.820919036865,,A,cat,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/camel,camel,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,21,1,1.5,1,0.384527921677,,B,camel,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/horse,horse,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,22,1,1.5,1,0.218569040298,,A,horse,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/umbrella,umbrella,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,23,1,1.5,1,0.912964105606,,B,umbrella,0
9,1,1,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/B/sandwich,sandwich,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,24,1,1.5,1,0.507977962494,,B,sandwich,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/bird,bird,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,25,1,1.5,1,1.1107840538,,B,bird,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/ladder,ladder,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,26,1,1.5,1,0.477396011353,,A,ladder,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/chair,chair,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,27,1,1.5,1,1.27953600883,,B,chair,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/piano,piano,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,28,1,1.5,1,1.2008600235,,A,piano,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/tree,tree,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,29,1,1.5,1,1.13868403435,,A,tree,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/apple,apple,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,30,1,1.5,1,0.783581018448,,B,apple,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/carrot,carrot,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,31,1,1.5,1,1.3026239872,,B,carrot,0
9,1,0,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/A/pear,pear,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,32,1,1.5,1,0.821063041687,,A,pear,0
9,1,1,2,Sat Aug 10 13:11:26 2019,5,old,images/prime/task/B/mountain,mountain,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,33,1,1.5,1,0.290374040604,,B,mountain,0
9,1,0,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/A/bed,bed,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,34,1,1.5,1,0.447999954224,,A,bed,0
9,1,1,2,Sat Aug 10 13:11:26 2019,5,old,images/prime/task/B/car,car,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,35,1,1.5,1,1.31490588188,,B,car,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/elephant,elephant,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,36,1,1.5,1,1.40976190567,,B,elephant,0
9,1,1,2,Sat Aug 10 13:11:26 2019,8,old,images/prime/task/B/comb,comb,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,37,1,1.5,1,1.48952293396,,B,,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/flower,flower,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,38,1,1.5,1,1.28484201431,,B,flower,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/key,key,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,39,1,1.5,1,0.928828001022,,B,key,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/guitar,guitar,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,40,1,1.5,1,0.800595998764,,B,guitar,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/scissors,scissors,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,41,1,1.5,1,1.09661412239,,A,scissors,0
9,1,0,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/A/snowman,snowman,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,42,1,1.5,1,1.48227405548,,A,snowman,0
9,1,0,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/A/fish,fish,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,43,1,1.5,1,0.0557858943939,,A,fish,0
9,1,1,2,Sat Aug 10 13:11:26 2019,7,old,images/prime/task/B/hand,hand,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,44,1,1.5,1,1.22644591331,,B,hand,0
9,1,1,2,Sat Aug 10 13:11:26 2019,6,old,images/prime/task/B/sock,sock,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,1030,1030,45,1,1.5,1,1.02367782593,,B,sock,0
