"","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",7,1,1,3,"Sun May  5 13:01:58 2019",4,"old","images/prime/task/B/car","car",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,0,1,1.5,1,1.48573708534241,NA,"B","car",0,1,0
"2",7,1,1,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/B/ball","ball",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,1,1,1.5,1,1.09490609169006,NA,"B","ball",0,1,0
"3",7,1,1,3,"Sun May  5 13:01:58 2019",6,"old","images/prime/task/B/key","key",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,2,1,1.5,1,1.33583092689514,NA,"B","key",0,1,0
"4",7,1,0,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/A/snowman","snowman",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,3,1,1.5,1,0.776364088058472,NA,"A","snowman",0,1,0
"5",7,1,0,3,"Sun May  5 13:01:58 2019",6,"old","images/prime/task/A/foot","foot",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,4,1,1.5,1,0.909718990325928,NA,"A","foot",0,1,0
"6",7,1,0,3,"Sun May  5 13:01:58 2019",8,"old","images/prime/task/A/watch","watch",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,5,1,1.5,1,0.78363299369812,NA,"A","watch",0,1,0
"7",7,1,0,3,"Sun May  5 13:01:58 2019",8,"old","images/prime/task/A/whistle","whistle",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,6,1,1.5,1,1.36876010894775,NA,"A","whistle",0,1,0
"8",7,1,1,3,"Sun May  5 13:01:58 2019",6,"old","images/prime/task/B/ear","ear",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,7,1,1.5,1,0.37921404838562,NA,"B","ear",0,1,0
"9",7,1,0,3,"Sun May  5 13:01:58 2019",8,"old","images/prime/task/A/truck","truck",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,8,1,1.5,1,1.35996198654175,NA,"A","van",0,1,0
"10",7,1,0,3,"Sun May  5 13:01:58 2019",6,"old","images/prime/task/A/horse","horse",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,9,1,1.5,1,0.0516629219055176,NA,"A","horse",0,1,0
"11",7,1,0,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/A/kite","kite",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,10,1,1.5,1,0.0859839916229248,NA,"A","kite",0,1,0
"12",7,1,1,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/B/elephant","elephant",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,11,1,1.5,1,0.748898983001709,NA,"B","elephant",0,1,0
"13",7,1,1,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/B/kangaroo","kangaroo",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,12,1,1.5,1,0.569316148757935,NA,"B","kangaroo",0,1,0
"14",7,1,0,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/A/clock","clock",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,13,1,1.5,1,0.200294971466064,NA,"A","clock",0,1,0
"15",7,1,1,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/B/hand","hand",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,14,1,1.5,1,0.807677984237671,NA,"B","hand",0,1,0
"16",7,1,0,3,"Sun May  5 13:01:58 2019",8,"old","images/prime/task/A/pear","pear",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,15,1,1.5,1,NA,NA,"A"," ",0,0,0
"17",7,1,1,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/B/bird","bird",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,16,1,1.5,1,1.09737110137939,NA,"B","bird",0,1,0
"18",7,1,0,3,"Sun May  5 13:01:58 2019",6,"old","images/prime/task/A/scissors","scissors",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,17,1,1.5,1,0.273612022399902,NA,"A","scissors",0,1,0
"19",7,1,1,3,"Sun May  5 13:01:58 2019",7,"old","images/prime/task/B/glasses","glasses",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","C1051",1051,18,1,1.5,1,0.337855100631714,NA,"B","glasses",0,1,0
