,X,age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age,response_correct,response_uncertain
1,1,18,1,1,0,Mon Dec  3 15:33:37 2018,7,old,images/prime/task/A/grapes,grapes,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,0,1,1.5,1,0.235292912,NA,A,grapes,0,1,0
2,2,18,1,1,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/A/penguin,penguin,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,1,1,1.5,1,0.068339109,NA,A,penguin,0,1,0
3,3,18,1,1,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/A/hanger,hanger,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,2,1,1.5,1,0.428278923,NA,A,hanger,0,1,0
4,4,18,1,1,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/A/whistle,whistle,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,3,1,1.5,1,0.801151037,NA,A,whistle,0,1,0
5,5,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/glasses,glasses,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,4,1,1.5,1,1.366897821,NA,B,glasses,0,1,0
6,6,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/hand,hand,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,5,1,1.5,1,1.218964815,NA,B,hand,0,1,0
7,7,18,1,1,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/A/ladder,ladder,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,6,1,1.5,1,0.827100992,NA,A,ladder,0,1,0
8,8,18,1,1,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/A/foot,foot,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,7,1,1.5,1,1.056263924,NA,A,foot,0,1,0
9,9,18,1,1,0,Mon Dec  3 15:33:37 2018,4,old,images/prime/task/A/scissors,scissors,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,8,1,1.5,1,1.237410069,NA,A,scissors,0,1,0
10,10,18,1,1,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/A/pear,pear,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,9,1,1.5,1,1.195896864,NA,A,pear,0,1,0
11,11,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/ear,ear,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,10,1,1.5,1,0.7889328,NA,B,ear,0,1,0
12,12,18,1,1,0,Mon Dec  3 15:33:37 2018,4,old,images/prime/task/A/banana,banana,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,11,1,1.5,1,1.140644073,NA,A,banana,0,1,0
13,13,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/comb,comb,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,12,1,1.5,1,0.085983038,NA,B,comb,0,1,0
14,14,18,1,0,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/B/carrot,carrot,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,13,1,1.5,1,1.118566036,NA,B,carrot,0,1,0
15,15,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/car,car,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,14,1,1.5,1,0.428292036,NA,B,car,0,1,0
16,16,18,1,0,0,Mon Dec  3 15:33:37 2018,4,old,images/prime/task/B/chair,chair,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,15,1,1.5,1,1.469231129,NA,B,chair,0,1,0
17,17,18,1,1,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/A/tree,tree,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,16,1,1.5,1,1.366758108,NA,A,tree,0,1,0
18,18,18,1,0,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/B/ball,ball,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,17,1,1.5,1,1.087558985,NA,B,ball,0,1,0
19,19,18,1,0,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/B/candle,candle,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,18,1,1.5,1,1.138720989,NA,B,candle,0,1,0
20,20,18,1,0,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/B/sock,sock,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,19,1,1.5,1,1.02124095,NA,B,sock,0,1,0
21,21,18,1,1,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/A/clock,clock,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,20,1,1.5,1,1.164588928,NA,A,clock,0,1,0
22,22,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/key,key,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,21,1,1.5,1,1.215116024,NA,B,key,0,1,0
23,23,18,1,1,0,Mon Dec  3 15:33:37 2018,4,old,images/prime/task/A/bed,bed,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,22,1,1.5,1,1.292067051,NA,A,bed,0,1,0
24,24,18,1,1,0,Mon Dec  3 15:33:37 2018,4,old,images/prime/task/A/truck,truck,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,23,1,1.5,1,0.467000961,NA,A,bus,0,1,0
25,25,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/umbrella,umbrella,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,24,1,1.5,1,1.310688019,NA,B,umbrella,0,1,0
26,26,18,1,0,0,Mon Dec  3 15:33:37 2018,4,old,images/prime/task/B/bowl,bowl,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,25,1,1.5,1,1.260476112,NA,B,bowl,0,1,0
27,27,18,1,1,0,Mon Dec  3 15:33:37 2018,4,old,images/prime/task/A/horse,horse,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,26,1,1.5,1,0.735430002,NA,A,horse,0,1,0
28,28,18,1,1,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/A/table,table,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,27,1,1.5,1,0.172600031,NA,A,table,0,1,0
29,29,18,1,0,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/B/elephant,elephant,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,28,1,1.5,1,0.916064978,NA,B,elephant,0,1,0
30,30,18,1,0,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/B/mountain,mountain,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,29,1,1.5,1,0.909200907,NA,B,mountain,0,1,0
31,31,18,1,1,0,Mon Dec  3 15:33:37 2018,5,old,images/prime/task/A/kite,kite,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,30,1,1.5,1,1.145002127,NA,A,kite,0,1,0
32,32,18,1,1,0,Mon Dec  3 15:33:37 2018,6,old,images/prime/task/A/fish,fish,4,1,1,10,1,0.5,3,3,5,2,10,A,1,1,6,data,33,33,31,1,1.5,1,0.920143127,NA,A,fish,0,1,0
