"","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct"
"1",17,1,1,2,"Mon Sep 23 17:10:42 2019",4,"old","images/prime/task/B/car","car",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,0,1,1.5,1,1.07875585556,NA,"B","ccar",0,1
"2",17,1,0,2,"Mon Sep 23 17:10:42 2019",4,"old","images/prime/task/A/bed","bed",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,1,1,1.5,1,0.769865989685,NA,"A","bed",0,1
"3",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/elephant","elephant",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,2,1,1.5,1,0.873615980148,NA,"B","elephant",0,1
"4",17,1,0,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,3,1,1.5,1,0.33177113533,NA,"A","kite",0,1
"5",17,1,1,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,4,1,1.5,1,0.917879104614,NA,"B","flower",0,1
"6",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,5,1,1.5,1,0.956583976746,NA,"A","piano",0,1
"7",17,1,0,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,6,1,1.5,1,0.401987791061,NA,"A","snowman",0,1
"8",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,7,1,1.5,1,0.983745098114,NA,"B","sandwich",0,1
"9",17,1,1,2,"Mon Sep 23 17:10:42 2019",3,"old","images/prime/task/B/bowl","bowl",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,8,1,1.5,1,1.15728402138,NA,"B","bowl",0,1
"10",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/fish","fish",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,9,1,1.5,1,0.398689985275,NA,"A","fish",0,1
"11",17,1,1,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/B/umbrella","umbrella",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,10,1,1.5,1,0.59296298027,NA,"B","umbrella",0,1
"12",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/guitar","guitar",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,11,1,1.5,1,0.664023160934,NA,"B","guitar",0,1
"13",17,1,0,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/A/banana","banana",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,12,1,1.5,1,0.434839963913,NA,"A","banana",0,1
"14",17,1,1,2,"Mon Sep 23 17:10:42 2019",3,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,13,1,1.5,1,0.441888809204,NA,"B","mountain",0,1
"15",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/apple","apple",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,14,1,1.5,1,0.645750999451,NA,"B","apple",0,1
"16",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,15,1,1.5,1,0.74013209343,NA,"B","hand",0,1
"17",17,1,0,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/A/penguin","penguin",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,16,1,1.5,1,0.984237909317,NA,"A","penguin",0,1
"18",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,17,1,1.5,1,0.402637958527,NA,"B","candle",0,1
"19",17,1,1,2,"Mon Sep 23 17:10:42 2019",4,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,18,1,1.5,1,1.10283708572,NA,"B","glasses",0,1
"20",17,1,1,2,"Mon Sep 23 17:10:42 2019",4,"old","images/prime/task/B/chair","chair",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,19,1,1.5,1,0.900093078613,NA,"B","chair",0,1
"21",17,1,1,2,"Mon Sep 23 17:10:42 2019",4,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,20,1,1.5,1,0.75527715683,NA,"B","carrot",0,1
"22",17,1,1,2,"Mon Sep 23 17:10:42 2019",4,"old","images/prime/task/B/key","key",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,21,1,1.5,1,0.543610811234,NA,"B","key",0,1
"23",17,1,0,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/A/table","table",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,22,1,1.5,1,0.328498840332,NA,"A","table",0,1
"24",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/shoe","shoe",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,23,1,1.5,1,1.03904509544,NA,"A","show",0,1
"25",17,1,0,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,24,1,1.5,1,1.35458493233,NA,"A","horse",0,1
"26",17,1,1,2,"Mon Sep 23 17:10:42 2019",3,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,25,1,1.5,1,0.0954458713531,NA,"B","comb",0,1
"27",17,1,0,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/A/monkey","monkey",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,26,1,1.5,1,0.561631917953,NA,"A","monkey",0,1
"28",17,1,0,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,27,1,1.5,1,0.85475897789,NA,"A","whistle",0,1
"29",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/pumpkin","pumpkin",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,28,1,1.5,1,0.971274852753,NA,"B","pumpkin",0,1
"30",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/sock","sock",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,29,1,1.5,1,1.27531099319,NA,"B","sock",0,1
"31",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,30,1,1.5,1,0.0653328895569,NA,"A","cat",0,1
"32",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,31,1,1.5,1,0.520163059235,NA,"A","clock",0,1
"33",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/ear","ear",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,32,1,1.5,1,0.72575712204,NA,"B","ear",0,1
"34",17,1,0,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/A/pear","pear",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,33,1,1.5,1,0.432286024094,NA,"A","pear",0,1
"35",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/hanger","hanger",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,34,1,1.5,1,0.233198881149,NA,"A","hanger",0,1
"36",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,35,1,1.5,1,1.03469014168,NA,"B","ball",0,1
"37",17,1,0,2,"Mon Sep 23 17:10:42 2019",3,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,36,1,1.5,1,1.11494112015,NA,"A","scissors",0,1
"38",17,1,0,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/A/foot","foot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,37,1,1.5,1,1.01767683029,NA,"A","foot",0,1
"39",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,38,1,1.5,1,1.0039639473,NA,"A","ladder",0,1
"40",17,1,0,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/A/watch","watch",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,39,1,1.5,1,0.595882177353,NA,"A","watch",0,1
"41",17,1,1,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/B/bird","bird",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,40,1,1.5,1,0.0401079654694,NA,"B","bird",0,1
"42",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/tree","tree",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,41,1,1.5,1,0.754357099533,NA,"A","tree",0,1
"43",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/kangaroo","kangaroo",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,42,1,1.5,1,1.08458900452,NA,"B","kangaroo",0,1
"44",17,1,0,2,"Mon Sep 23 17:10:42 2019",6,"old","images/prime/task/A/truck","truck",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,43,1,1.5,1,0.982330083847,NA,"A","truck",0,1
"45",17,1,0,2,"Mon Sep 23 17:10:42 2019",7,"old","images/prime/task/A/grapes","grapes",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,44,1,1.5,1,0.983581066132,NA,"A","grapes",0,1
"46",17,1,1,2,"Mon Sep 23 17:10:42 2019",5,"old","images/prime/task/B/camel","camel",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data",2006,2006,45,1,1.5,1,0.765064954758,NA,"B","camel",0,1
"47",17,1,0,0,"Wed Sep 25 14:10:49 2019",4,"old","images/prime/task/B/kangaroo","kangaroo",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,0,1,1.5,1,0.765579938889,NA,"B","kangaroo",0,1
"48",17,1,0,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/B/car","car",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,1,1,1.5,1,0.749607086182,NA,"B","car",0,1
"49",17,1,1,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,2,1,1.5,1,0.687309980392,NA,"A","whistle",0,1
"50",17,1,0,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,3,1,1.5,1,1.33819508553,NA,"B","piano",0,0
"51",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/pear","pear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,4,1,1.5,1,0.834730863571,NA,"A","pear",0,1
"52",17,1,1,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/A/watch","watch",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,5,1,1.5,1,0.297213077545,NA,"A","watch",0,1
"53",17,1,1,0,"Wed Sep 25 14:10:49 2019",4,"old","images/prime/task/A/table","table",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,6,1,1.5,1,1.03621482849,NA,"A","table",0,1
"54",17,1,0,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/B/bowl","bowl",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,7,1,1.5,1,0.492693901062,NA,"B","bowl",0,1
"55",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/tree","tree",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,8,1,1.5,1,0.811331987381,NA,"A","tree",0,1
"56",17,1,1,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/A/truck","truck",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,9,1,1.5,1,0.361493110657,NA,"A","truck",0,1
"57",17,1,0,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,10,1,1.5,1,1.24143600464,NA,"B","mountain",0,1
"58",17,1,0,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/B/bird","bird",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,11,1,1.5,1,0.943794965744,NA,"B","chick",0,1
"59",17,1,0,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/B/chair","chair",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,12,1,1.5,1,0.372455120087,NA,"B","chair",0,1
"60",17,1,0,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/B/sock","sock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,13,1,1.5,1,1.18493795395,NA,"B","sock",0,1
"61",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,14,1,1.5,1,0.532207012177,NA,"A","snowman",0,1
"62",17,1,0,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,15,1,1.5,1,1.17838191986,NA,"B","flower",0,1
"63",17,1,0,0,"Wed Sep 25 14:10:49 2019",8,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,16,1,1.5,1,0.586288928986,NA,"B","ball",0,1
"64",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/fish","fish",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,17,1,1.5,1,0.343657970428,NA,"A","fish",0,1
"65",17,1,1,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/A/hanger","hanger",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,18,1,1.5,1,1.10572099686,NA,"A","hanger",0,1
"66",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/penguin","penguin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,19,1,1.5,1,0.667118787766,NA,"A","penguin",0,1
"67",17,1,0,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/B/key","key",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,20,1,1.5,1,0.811909914017,NA,"B","key",0,1
"68",17,1,1,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,21,1,1.5,1,1.4182100296,NA,"A","cat",0,1
"69",17,1,0,0,"Wed Sep 25 14:10:49 2019",4,"old","images/prime/task/B/umbrella","umbrella",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,22,1,1.5,1,1.06851005554,NA,"B","umbrella",0,1
"70",17,1,0,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/B/apple","apple",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,23,1,1.5,1,1.18406796455,NA,"B","strawberry",0,0
"71",17,1,1,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/A/bed","bed",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,24,1,1.5,1,0.822604894638,NA,"A","bed",0,1
"72",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,25,1,1.5,1,0.946410894394,NA,"A","kite",0,1
"73",17,1,0,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/B/guitar","guitar",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,26,1,1.5,1,0.90296292305,NA,"B","guitar",0,1
"74",17,1,1,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,27,1,1.5,1,0.655519008636,NA,"A","ladder",0,1
"75",17,1,0,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,28,1,1.5,1,0.970363855362,NA,"B","hand",0,1
"76",17,1,0,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/B/camel","camel",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,29,1,1.5,1,1.19999504089,NA,"B","camel",0,1
"77",17,1,1,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/A/foot","foot",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,30,1,1.5,1,0.865272045135,NA,"A","foot",0,1
"78",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,31,1,1.5,1,1.18595600128,NA,"A","piano",0,1
"79",17,1,1,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/A/monkey","monkey",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,32,1,1.5,1,0.886273145676,NA,"A","monkey",0,1
"80",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/grapes","grapes",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,33,1,1.5,1,0.358258962631,NA,"A","grape",0,1
"81",17,1,0,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/B/pumpkin","pumpkin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,34,1,1.5,1,0.723505973816,NA,"B","pumpkin",0,1
"82",17,1,0,0,"Wed Sep 25 14:10:49 2019",8,"old","images/prime/task/B/ear","ear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,35,1,1.5,1,0.672466993332,NA,"B","ear",0,1
"83",17,1,1,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,36,1,1.5,1,1.1819190979,NA,"A","horse",0,1
"84",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/shoe","shoe",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,37,1,1.5,1,0.919996023178,NA,"A","shoe",0,1
"85",17,1,0,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,38,1,1.5,1,0.897567033768,NA,"B","glasses",0,1
"86",17,1,1,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,39,1,1.5,1,1.0717959404,NA,"A","clock",0,1
"87",17,1,0,0,"Wed Sep 25 14:10:49 2019",5,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,40,1,1.5,1,0.796543121338,NA,"B","sandwich",0,1
"88",17,1,0,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,41,1,1.5,1,0.968092918396,NA,"B","candle",0,1
"89",17,1,0,0,"Wed Sep 25 14:10:49 2019",7,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,42,1,1.5,1,0.544745922089,NA,"B","carrot",0,1
"90",17,1,1,0,"Wed Sep 25 14:10:49 2019",4,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,43,1,1.5,1,1.13746500015,NA,"A","scissors",0,1
"91",17,1,0,0,"Wed Sep 25 14:10:49 2019",6,"old","images/prime/task/B/elephant","elephant",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,44,1,1.5,1,0.851135969162,NA,"B","elephant",0,1
"92",17,1,1,0,"Wed Sep 25 14:10:49 2019",4,"old","images/prime/task/A/banana","banana",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2012,2012,45,1,1.5,1,1.35776114464,NA,"A","banana",0,1
"93",17,1,1,1,"Thu Sep 26 18:08:09 2019",6,"old","images/prime/task/A/foot","foot",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,0,1,1.5,1,0.635926961899,NA,"A","foot",0,1
"94",17,1,1,1,"Thu Sep 26 18:08:09 2019",5,"old","images/prime/task/A/banana","banana",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,1,1,1.5,1,1.10395717621,NA,"A","banana",0,1
"95",17,1,0,1,"Thu Sep 26 18:08:09 2019",7,"old","images/prime/task/B/kangaroo","kangaroo",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,2,1,1.5,1,0.25922703743,NA,"B","kangeroo",0,1
"96",17,1,1,1,"Thu Sep 26 18:08:09 2019",7,"old","images/prime/task/A/truck","truck",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,3,1,1.5,1,0.396675109863,NA,"A","truck",0,1
"97",17,1,1,1,"Thu Sep 26 18:08:09 2019",7,"old","images/prime/task/A/cat","cat",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,4,1,1.5,1,0.0630569458008,NA,"A","cat",0,1
"98",17,1,0,1,"Thu Sep 26 18:08:09 2019",7,"old","images/prime/task/B/key","key",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,5,1,1.5,1,0.956250190735,NA,"B","key",0,1
"99",17,1,0,1,"Thu Sep 26 18:08:09 2019",8,"old","images/prime/task/B/carrot","carrot",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,6,1,1.5,1,0.574876070023,NA,"B","carrot",0,1
"100",17,1,1,1,"Thu Sep 26 18:08:09 2019",5,"old","images/prime/task/A/bed","bed",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,7,1,1.5,1,0.534646034241,NA,"A","bed",0,1
"101",17,1,1,1,"Thu Sep 26 18:08:09 2019",7,"old","images/prime/task/A/monkey","monkey",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,8,1,1.5,1,0.814551115036,NA,"A","monkey",0,1
"102",17,1,1,1,"Thu Sep 26 18:08:09 2019",4,"old","images/prime/task/A/table","table",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,9,1,1.5,1,0.746832132339,NA,"A","table",0,1
"103",17,1,0,1,"Thu Sep 26 18:08:09 2019",7,"old","images/prime/task/B/comb","comb",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,10,1,1.5,1,1.32733106613,NA,"B","comb",0,1
"104",17,1,1,1,"Thu Sep 26 18:08:09 2019",6,"old","images/prime/task/A/whistle","whistle",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,11,1,1.5,1,1.07476496696,NA,"A","whistle",0,1
"105",17,1,0,1,"Thu Sep 26 18:08:09 2019",6,"old","images/prime/task/B/candle","candle",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,12,1,1.5,1,0.50137090683,NA,"B","candle",0,1
"106",17,1,1,1,"Thu Sep 26 18:08:09 2019",5,"old","images/prime/task/A/horse","horse",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,13,1,1.5,1,0.197484970093,NA,"A","horse",0,1
"107",17,1,0,1,"Thu Sep 26 18:08:09 2019",5,"old","images/prime/task/B/umbrella","umbrella",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,14,1,1.5,1,1.35569405556,NA,"B","umbrella",0,1
"108",17,1,1,1,"Thu Sep 26 18:08:09 2019",4,"old","images/prime/task/A/hanger","hanger",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,15,1,1.5,1,0.195266008377,NA,"A","clothes hanger",0,1
"109",17,1,1,1,"Thu Sep 26 18:08:09 2019",6,"old","images/prime/task/A/pear","pear",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,16,1,1.5,1,1.3094959259,NA,"A","pear",0,1
"110",17,1,1,1,"Thu Sep 26 18:08:09 2019",5,"old","images/prime/task/A/fish","fish",4,0,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data",2017,2017,17,1,1.5,1,0.439148902893,NA,"A","fish",0,1
