,age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age,response_correct,response_uncertain
1,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/elephant,elephant,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,0,1,1.5,1,1.32536912,NA,B,elephant,0,1,0
2,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/truck,truck,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,1,1,1.5,1,0.486574888,NA,A,bus,0,1,0
3,8,1,1,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/B/key,key,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,2,1,1.5,1,0.558523178,NA,B,key,0,1,0
4,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/penguin,penguin,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,3,1,1.5,1,0.658574104,NA,A,penguin,0,1,0
5,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/cat,cat,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,4,1,1.5,1,0.051090956,NA,A,fox,0,0,0
6,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/camel,camel,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,5,1,1.5,1,1.466714859,NA,B,camel,0,1,0
7,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/mountain,mountain,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,6,1,1.5,1,0.027247906,NA,B,volcano,0,1,0
8,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/chair,chair,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,7,1,1.5,1,0.697077036,NA,B,chair,0,1,0
9,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/bed,bed,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,8,1,1.5,1,0.178369045,NA,A,bed,0,1,0
10,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/fish,fish,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,9,1,1.5,1,0.386029005,NA,A,fish,0,1,0
11,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/candle,candle,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,10,1,1.5,1,0.186680079,NA,B,candle,0,1,0
12,8,1,0,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/A/hanger,hanger,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,11,1,1.5,1,0.337101936,NA,A,hanger,0,1,0
13,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/scissors,scissors,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,12,1,1.5,1,0.024172068,NA,A,scissors,0,1,0
14,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/monkey,monkey,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,13,1,1.5,1,1.116242886,NA,A,monkey,0,1,0
15,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/ear,ear,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,14,1,1.5,1,0.713430882,NA,B,ear,0,1,0
16,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/clock,clock,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,15,1,1.5,1,0.524738073,NA,A,clock,0,1,0
17,8,1,0,2,Fri May  3 11:28:39 2019,4,old,images/prime/task/A/kite,kite,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,16,1,1.5,1,0.407464981,NA,A,kite,0,1,0
18,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/guitar,guitar,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,17,1,1.5,1,0.24857688,NA,B,guitar,0,1,0
19,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/kangaroo,kangaroo,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,18,1,1.5,1,0.292934179,NA,B,kangaroo,0,1,0
20,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/pumpkin,pumpkin,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,19,1,1.5,1,0.163794041,NA,B,pumpkin,0,1,0
21,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/bowl,bowl,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,20,1,1.5,1,0.47399807,NA,B,bowl,0,1,0
22,8,1,1,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/B/glasses,glasses,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,21,1,1.5,1,1.09801507,NA,B,glasses,0,1,0
23,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/foot,foot,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,22,1,1.5,1,0.993059874,NA,A,foot,0,1,0
24,8,1,1,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/B/carrot,carrot,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,23,1,1.5,1,0.167561054,NA,B,carrot,0,1,0
25,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/umbrella,umbrella,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,24,1,1.5,1,1.139785051,NA,B,umbrella,0,1,0
26,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/ladder,ladder,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,25,1,1.5,1,0.28255105,NA,A,ladder,0,1,0
27,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/horse,horse,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,26,1,1.5,1,1.188857079,NA,A,horse,0,1,0
28,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/shoe,shoe,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,27,1,1.5,1,1.365008831,NA,A,shoe,0,1,0
29,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/apple,apple,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,28,1,1.5,1,1.371726036,NA,B,apple,0,1,0
30,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/ball,ball,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,29,1,1.5,1,1.331516027,NA,B,ball,0,1,0
31,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/table,table,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,30,1,1.5,1,0.213767052,NA,A,table,0,1,0
32,8,1,1,2,Fri May  3 11:28:39 2019,5,old,images/prime/task/B/sock,sock,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,31,1,1.5,1,0.890880108,NA,B,sock,0,1,0
33,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/pear,pear,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,32,1,1.5,1,0.872829914,NA,A,pear,0,1,0
34,8,1,0,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/A/grapes,grapes,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,33,1,1.5,1,NA,NA,A, grapes,0,1,0
35,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/piano,piano,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,34,1,1.5,1,0.365098953,NA,A,piano,0,1,0
36,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/tree,tree,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,35,1,1.5,1,1.224292994,NA,A,tree,0,1,0
37,8,1,1,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/B/hand,hand,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,36,1,1.5,1,0.15949893,NA,B,hand,0,1,0
38,8,1,1,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/B/comb,comb,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,37,1,1.5,1,0.362570047,NA,B,comb,0,1,0
39,8,1,1,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/B/car,car,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,38,1,1.5,1,0.438143015,NA,B,car,0,1,0
40,8,1,0,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/A/watch,watch,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,39,1,1.5,1,1.503360987,NA,A,watch,0,1,0
41,8,1,0,2,Fri May  3 11:28:39 2019,6,old,images/prime/task/A/snowman,snowman,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,40,1,1.5,1,0.653778076,NA,A,snowman,0,1,0
42,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/bird,bird,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,41,1,1.5,1,0.070436001,NA,B,bird,0,1,0
43,8,1,0,2,Fri May  3 11:28:39 2019,5,old,images/prime/task/A/banana,banana,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,42,1,1.5,1,1.231204987,NA,A,banana,0,1,0
44,8,1,0,2,Fri May  3 11:28:39 2019,8,old,images/prime/task/A/whistle,whistle,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,43,1,1.5,1,NA,NA,A,whistle,0,1,0
45,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/sandwich,sandwich,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,44,1,1.5,1,0.699145079,NA,B,sandwich,0,1,0
46,8,1,1,2,Fri May  3 11:28:39 2019,7,old,images/prime/task/B/flower,flower,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1045,1045,45,1,1.5,1,1.403403997,NA,B,flower,0,1,0
