age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age
18,1,1,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/B/hand,hand,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,0,1,1.5,1,1.19991111755,,B,hand,0
18,1,1,2,Mon Sep 30 18:09:35 2019,4,old,images/prime/task/B/glasses,glasses,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,1,1,1.5,1,1.3821721077,,B,glasses,0
18,1,0,2,Mon Sep 30 18:09:35 2019,6,old,images/prime/task/A/piano,piano,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,2,1,1.5,1,1.26600813866,,A,piano,0
18,1,1,2,Mon Sep 30 18:09:35 2019,4,old,images/prime/task/B/ball,ball,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,3,1,1.5,1,0.680698156357,,B,ball,0
18,1,1,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/B/ear,ear,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,4,1,1.5,1,0.706598997116,,B,ear,0
18,1,0,2,Mon Sep 30 18:09:35 2019,6,old,images/prime/task/A/penguin,penguin,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,5,1,1.5,1,0.649036884308,,A,penguin,0
18,1,1,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/B/candle,candle,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,6,1,1.5,1,0.887269020081,,B,candle,0
18,1,0,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/A/table,table,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,7,1,1.5,1,0.222675085068,,A,table,0
18,1,0,2,Mon Sep 30 18:09:35 2019,7,old,images/prime/task/A/monkey,monkey,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,8,1,1.5,1,0.715489149094,,A,monkey,0
18,1,0,2,Mon Sep 30 18:09:35 2019,6,old,images/prime/task/A/tree,tree,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,9,1,1.5,1,0.450330018997,,A,tree,0
18,1,0,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/A/scissors,scissors,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,10,1,1.5,1,1.00253105164,,A,scissors,0
18,1,1,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/B/sock,sock,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,11,1,1.5,1,1.34855604172,,B,sock,0
18,1,0,2,Mon Sep 30 18:09:35 2019,6,old,images/prime/task/A/fish,fish,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,12,1,1.5,1,0.810650110245,,A,fish,0
18,1,0,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/A/foot,foot,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,13,1,1.5,1,0.762475967407,,A,foot,0
18,1,0,2,Mon Sep 30 18:09:35 2019,7,old,images/prime/task/A/whistle,whistle,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,14,1,1.5,1,0.649358987808,,A,whistle,0
18,1,1,2,Mon Sep 30 18:09:35 2019,5,old,images/prime/task/B/guitar,guitar,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,2022,2022,15,1,1.5,1,0.705317020416,,B,guitar,0
