"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,0,0,"Wed Oct 24 14:09:30 2018",5,"old","images/prime/task/B/car","car",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,0,1,1.5,1,1.19296908379,NA,"B","car",0,1,0
"2",2,18,1,1,0,"Wed Oct 24 14:09:30 2018",6,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,1,1,1.5,1,0.414752006531,NA,"A","kangaroo",0,0,0
"3",3,18,1,0,0,"Wed Oct 24 14:09:30 2018",8,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,2,1,1.5,1,1.2031519413,NA,"B","candle",0,1,0
"4",4,18,1,1,0,"Wed Oct 24 14:09:30 2018",7,"old","images/prime/task/A/monkey","monkey",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,3,1,1.5,1,0.56964802742,NA,"A","monkey",0,1,0
"5",5,18,1,1,0,"Wed Oct 24 14:09:30 2018",6,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,4,1,1.5,1,0.2095079422,NA,"A","snowman",0,1,0
"6",6,18,1,1,0,"Wed Oct 24 14:09:30 2018",7,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,5,1,1.5,1,0.664396047592,NA,"A","ladder",0,1,0
"7",7,18,1,0,0,"Wed Oct 24 14:09:30 2018",6,"old","images/prime/task/B/guitar","guitar",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,6,1,1.5,1,0.490588903427,NA,"B","guitar",0,1,0
"8",8,18,1,0,0,"Wed Oct 24 14:09:30 2018",6,"old","images/prime/task/B/umbrella","umbrella",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,7,1,1.5,1,1.17910385132,NA,"B","umbralle",0,1,0
"9",9,18,1,1,0,"Wed Oct 24 14:09:30 2018",6,"old","images/prime/task/A/hanger","hanger",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,8,1,1.5,1,0.278380870819,NA,"A","hanger",0,1,0
"10",10,18,1,1,0,"Wed Oct 24 14:09:30 2018",7,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,9,1,1.5,1,0.441627025604,NA,"A","whistle",0,1,0
"11",11,18,1,1,0,"Wed Oct 24 14:09:30 2018",4,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,10,1,1.5,1,0.973698139191,NA,"A","scissors",0,1,0
"12",12,18,1,1,0,"Wed Oct 24 14:09:30 2018",4,"old","images/prime/task/A/table","table",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,11,1,1.5,1,1.33004212379,NA,"A","desk",0,1,0
"13",13,18,1,1,0,"Wed Oct 24 14:09:30 2018",8,"old","images/prime/task/A/pear","pear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,12,1,1.5,1,1.02518391609,NA,"A","",0,0,0
"14",14,18,1,0,0,"Wed Oct 24 14:09:30 2018",4,"old","images/prime/task/B/chair","chair",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,13,1,1.5,1,0.255708932877,NA,"B","chair",0,1,0
"15",15,18,1,0,0,"Wed Oct 24 14:09:30 2018",6,"old","images/prime/task/B/bird","bird",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,14,1,1.5,1,0.774455070496,NA,"B","bird",0,1,0
"16",16,18,1,0,0,"Wed Oct 24 14:09:30 2018",7,"old","images/prime/task/B/pumpkin","pumpkin",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A028",28,15,1,1.5,1,0.370226860046,NA,"B","watermalen",0,0,0
