"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,0,0,"Thu Apr  4 12:11:15 2019",5,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,0,1,1.5,1,1.34894299507,NA,"B","hand",0,1,0
"2",2,18,1,0,0,"Thu Apr  4 12:11:15 2019",7,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,1,1,1.5,1,0.451545000076,NA,"B","easter egg",0,1,0
"3",3,18,1,1,0,"Thu Apr  4 12:11:15 2019",5,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,2,1,1.5,1,0.998955965042,NA,"A","clock",0,1,0
"4",4,18,1,0,0,"Thu Apr  4 12:11:15 2019",7,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,3,1,1.5,1,0.813848972321,NA,"B","comb",0,1,0
"5",5,18,1,0,0,"Thu Apr  4 12:11:15 2019",6,"old","images/prime/task/B/flower","flower",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,4,1,1.5,1,0.456374883652,NA,"B","flower",0,1,0
"6",6,18,1,1,0,"Thu Apr  4 12:11:15 2019",5,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,5,1,1.5,1,0.89922618866,NA,"A","kite",0,1,0
"7",7,18,1,1,0,"Thu Apr  4 12:11:15 2019",5,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,6,1,1.5,1,1.44964313507,NA,"A","cat",0,1,0
"8",8,18,1,0,0,"Thu Apr  4 12:11:15 2019",5,"old","images/prime/task/B/ear","ear",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,7,1,1.5,1,0.812664031982,NA,"B","ear",0,1,0
"9",9,18,1,1,0,"Thu Apr  4 12:11:15 2019",7,"old","images/prime/task/A/tree","tree",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,8,1,1.5,1,0.0305931568146,NA,"A","tree",0,1,0
"10",10,18,1,1,0,"Thu Apr  4 12:11:15 2019",6,"old","images/prime/task/A/shoe","shoe",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","A076",76,9,1,1.5,1,0.36185503006,NA,"A","shoe",0,1,0
