"","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",9,1,1,0,"Sun Apr 14 15:08:44 2019",6,"old","images/prime/task/A/cat","cat",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,0,1,1.5,1,0.953811168670654,NA,"A","cat",0,1,0
"2",9,1,1,0,"Sun Apr 14 15:08:44 2019",5,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,1,1,1.5,1,0.743639945983887,NA,"A","railroad",0,1,0
"3",9,1,0,0,"Sun Apr 14 15:08:44 2019",7,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,2,1,1.5,1,1.39243388175964,NA,"B","carrot",0,1,0
"4",9,1,1,0,"Sun Apr 14 15:08:44 2019",7,"old","images/prime/task/A/watch","watch",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,3,1,1.5,1,0.991289854049683,NA,"A","watch",0,1,0
"5",9,1,0,0,"Sun Apr 14 15:08:44 2019",6,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,4,1,1.5,1,1.48720693588257,NA,"B","ball",0,1,0
"6",9,1,1,0,"Sun Apr 14 15:08:44 2019",5,"old","images/prime/task/A/kite","kite",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,5,1,1.5,1,0.829931020736694,NA,"A","kite",0,1,0
"7",9,1,0,0,"Sun Apr 14 15:08:44 2019",6,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,6,1,1.5,1,1.06936192512512,NA,"B","hand",0,1,0
"8",9,1,1,0,"Sun Apr 14 15:08:44 2019",6,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,7,1,1.5,1,1.29574513435364,NA,"A","whistle",0,1,0
"9",9,1,0,0,"Sun Apr 14 15:08:44 2019",6,"old","images/prime/task/B/camel","camel",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,8,1,1.5,1,1.39220309257507,NA,"B","camel",0,1,0
"10",9,1,0,0,"Sun Apr 14 15:08:44 2019",8,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,9,1,1.5,1,0.255415201187134,NA,"B","sandwich",0,1,0
"11",9,1,0,0,"Sun Apr 14 15:08:44 2019",6,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"A",1,1,6,"data","C1040",1040,10,1,1.5,1,1.39620804786682,NA,"B","glasses",0,1,0
