"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,17,1,1,2,"Tue Oct  2 13:15:06 2018",6,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,0,1,1.5,1,1.11775803565979,NA,"B","comb",0,1,0
"2",2,17,1,1,2,"Tue Oct  2 13:15:06 2018",7,"old","images/prime/task/B/kangaroo","kangaroo",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,1,1,1.5,1,0.19745397567749,NA,"B","kangaroo",0,1,0
"3",3,17,1,0,2,"Tue Oct  2 13:15:06 2018",6,"old","images/prime/task/A/piano","piano",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,2,1,1.5,1,0.852598190307617,NA,"A","piano",0,1,0
"4",4,17,1,0,2,"Tue Oct  2 13:15:06 2018",5,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,3,1,1.5,1,0.301995992660522,NA,"A","snowman",0,1,0
"5",5,17,1,1,2,"Tue Oct  2 13:15:06 2018",6,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,4,1,1.5,1,0.967200040817261,NA,"B","sandwich",0,1,0
"6",6,17,1,1,2,"Tue Oct  2 13:15:06 2018",6,"old","images/prime/task/B/camel","camel",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,5,1,1.5,1,0.561593055725098,NA,"B","camel",0,1,0
"7",7,17,1,0,2,"Tue Oct  2 13:15:06 2018",5,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,6,1,1.5,1,0.668681144714355,NA,"A","scissors",0,1,0
"8",8,17,1,1,2,"Tue Oct  2 13:15:06 2018",5,"old","images/prime/task/B/sock","sock",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,7,1,1.5,1,0.801501989364624,NA,"B","sock",0,1,0
"9",9,17,1,1,2,"Tue Oct  2 13:15:06 2018",5,"old","images/prime/task/B/bowl","bowl",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,8,1,1.5,1,0.692848205566406,NA,"B","bowl",0,1,0
"10",10,17,1,1,2,"Tue Oct  2 13:15:06 2018",7,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,9,1,1.5,1,0.130994081497192,NA,"B","mountain",0,1,0
"11",11,17,1,1,2,"Tue Oct  2 13:15:06 2018",6,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,10,1,1.5,1,0.28345799446106,NA,"B","candle",0,1,0
"12",12,17,1,1,2,"Tue Oct  2 13:15:06 2018",5,"old","images/prime/task/B/ear","ear",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,11,1,1.5,1,0.951346874237061,NA,"B","ear",0,1,0
"13",13,17,1,1,2,"Tue Oct  2 13:15:06 2018",6,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A022",22,12,1,1.5,1,0.293920993804932,NA,"B","earth",0,1,0
