,X,age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age,response_correct,response_uncertain
35,35,18,1,1,3,Mon Oct  1 17:02:00 2018,6,old,images/prime/task/B/ear,ear,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,34,1,1.5,1,0.376469851,NA,B,ear,0,1,0
36,36,18,1,0,3,Mon Oct  1 17:02:00 2018,6,old,images/prime/task/A/cat,cat,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,35,1,1.5,1,0.109164953,NA,A,cat,0,1,0
37,37,18,1,1,3,Mon Oct  1 17:02:00 2018,7,old,images/prime/task/B/sandwich,sandwich,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,36,1,1.5,1,0.53844595,NA,B,sandwich,0,1,0
38,38,18,1,1,3,Mon Oct  1 17:02:00 2018,7,old,images/prime/task/B/flower,flower,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,37,1,1.5,1,0.120548964,NA,B,flower,0,1,0
39,39,18,1,0,3,Mon Oct  1 17:02:00 2018,8,old,images/prime/task/A/grapes,grapes,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,38,1,1.5,1,0.815238953,NA,A,grape,0,1,0
40,40,18,1,0,3,Mon Oct  1 17:02:00 2018,6,old,images/prime/task/A/foot,foot,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,39,1,1.5,1,0.60209322,NA,A,foot,0,1,0
41,41,18,1,1,3,Mon Oct  1 17:02:00 2018,4,old,images/prime/task/B/bowl,bowl,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,40,1,1.5,1,1.114380121,NA,B,bowl,0,1,0
42,42,18,1,1,3,Mon Oct  1 17:02:00 2018,8,old,images/prime/task/B/comb,comb,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,41,1,1.5,1,0.066226959,NA,B,comb,0,1,0
43,43,18,1,0,3,Mon Oct  1 17:02:00 2018,6,old,images/prime/task/A/banana,banana,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,42,1,1.5,1,0.901261091,NA,A,banana,0,1,0
44,44,18,1,0,3,Mon Oct  1 17:02:00 2018,6,old,images/prime/task/A/shoe,shoe,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,43,1,1.5,1,0.485087156,NA,A,shoe,0,1,0
45,45,18,1,0,3,Mon Oct  1 17:02:00 2018,5,old,images/prime/task/A/horse,horse,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,44,1,1.5,1,0.414356947,NA,A,horse,0,1,0
46,46,18,1,0,3,Mon Oct  1 17:02:00 2018,6,old,images/prime/task/A/scissors,scissors,4,0,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,A019,19,45,1,1.5,1,0.617795944,NA,A,scissors,0,1,0
