"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,17,1,0,3,"Mon Apr  1 11:11:29 2019",7,"old","images/prime/task/A/monkey","monkey",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,0,1,1.5,1,0.382544994354248,NA,"A","monkey",0,1,0
"2",2,17,1,1,3,"Mon Apr  1 11:11:29 2019",6,"old","images/prime/task/B/key","key",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,1,1,1.5,1,1.12843108177185,NA,"B","key",0,1,0
"3",3,17,1,0,3,"Mon Apr  1 11:11:29 2019",7,"old","images/prime/task/A/pear","pear",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,2,1,1.5,1,0.367865085601807,NA,"A","pear",0,1,0
"4",4,17,1,0,3,"Mon Apr  1 11:11:29 2019",5,"old","images/prime/task/A/bed","bed",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,3,1,1.5,1,1.19301795959473,NA,"A","bed",0,1,0
"5",5,17,1,1,3,"Mon Apr  1 11:11:29 2019",4,"old","images/prime/task/B/elephant","elephant",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,4,1,1.5,1,0.522317171096802,NA,"B","elephant",0,1,0
"6",6,17,1,0,3,"Mon Apr  1 11:11:29 2019",5,"old","images/prime/task/A/truck","truck",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,5,1,1.5,1,0.123904943466187,NA,"A","truck",0,1,0
"7",7,17,1,0,3,"Mon Apr  1 11:11:29 2019",6,"old","images/prime/task/A/penguin","penguin",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,6,1,1.5,1,0.744333982467651,NA,"A","penguin",0,1,0
"8",8,17,1,1,3,"Mon Apr  1 11:11:29 2019",6,"old","images/prime/task/B/ball","ball",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,7,1,1.5,1,0.823135137557983,NA,"B","easter egg",0,1,0
"9",9,17,1,0,3,"Mon Apr  1 11:11:29 2019",6,"old","images/prime/task/A/ladder","ladder",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,8,1,1.5,1,0.615601062774658,NA,"A","ladder",0,1,0
"10",10,17,1,1,3,"Mon Apr  1 11:11:29 2019",4,"old","images/prime/task/B/pumpkin","pumpkin",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,9,1,1.5,1,0.898514032363892,NA,"B","pumpkin",0,1,0
"11",11,17,1,0,3,"Mon Apr  1 11:11:29 2019",5,"old","images/prime/task/A/table","table",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,10,1,1.5,1,0.251059055328369,NA,"A","table",0,1,0
"12",12,17,1,1,3,"Mon Apr  1 11:11:29 2019",6,"old","images/prime/task/B/flower","flower",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,11,1,1.5,1,0.545681953430176,NA,"B","flower",0,1,0
"13",13,17,1,1,3,"Mon Apr  1 11:11:29 2019",6,"old","images/prime/task/B/apple","apple",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,12,1,1.5,1,0.348208904266357,NA,"B","apple",0,1,0
"14",14,17,1,0,3,"Mon Apr  1 11:11:29 2019",5,"old","images/prime/task/A/horse","horse",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,13,1,1.5,1,0.57822585105896,NA,"A","horse",0,1,0
"15",15,17,1,1,3,"Mon Apr  1 11:11:29 2019",7,"old","images/prime/task/B/mountain","mountain",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,14,1,1.5,1,0.385915040969849,NA,"B","mountain",0,1,0
"16",16,17,1,1,3,"Mon Apr  1 11:11:29 2019",4,"old","images/prime/task/B/umbrella","umbrella",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,15,1,1.5,1,1.48556685447693,NA,"B","umbrella",0,1,0
"17",17,17,1,1,3,"Mon Apr  1 11:11:29 2019",5,"old","images/prime/task/B/bird","bird",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,16,1,1.5,1,0.4964759349823,NA,"B","bird",0,1,0
"18",18,17,1,0,3,"Mon Apr  1 11:11:29 2019",5,"old","images/prime/task/A/banana","banana",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,17,1,1.5,1,0.560474872589111,NA,"A","banana",0,1,0
"19",19,17,1,1,3,"Mon Apr  1 11:11:29 2019",4,"old","images/prime/task/B/chair","chair",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,18,1,1.5,1,1.4455349445343,NA,"B","chair",0,1,0
"20",20,17,1,1,3,"Mon Apr  1 11:11:29 2019",4,"old","images/prime/task/B/kangaroo","kangaroo",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,19,1,1.5,1,1.35129284858704,NA,"B","kangaroo",0,1,0
"21",21,17,1,1,3,"Mon Apr  1 11:11:29 2019",6,"old","images/prime/task/B/sock","sock",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,20,1,1.5,1,0.185770034790039,NA,"B","sock",0,1,0
"22",22,17,1,0,3,"Mon Apr  1 11:11:29 2019",5,"old","images/prime/task/A/foot","foot",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A063",63,21,1,1.5,1,0.901684999465942,NA,"A","foot",0,1,0
