,age,animation_time_between_frames,appeared_in_n_back_task,condition,date,difficulty,difficulty_category,image_folder_path,image_name,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,output_location,participant,participant_num,position,practice_run,prime_image_display_time,prime_task,reaction_time,response_time,set,user_response,younger_than_or_at_critical_age,response_correct,response_uncertain
1,9,1,1,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/B/sandwich,sandwich,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,0,1,1.5,1,0.236824989,NA,B,bread,0,1,0
2,9,1,1,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/B/ball,ball,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,1,1,1.5,1,NA,NA,B, ball,0,1,0
3,9,1,1,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/B/glasses,glasses,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,2,1,1.5,1,NA,NA,B,spectacles,0,1,0
4,9,1,1,2,Sun May 19 13:37:49 2019,6,old,images/prime/task/B/car,car,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,3,1,1.5,1,0.912703037,NA,B,car,0,1,0
5,9,1,1,2,Sun May 19 13:37:49 2019,7,old,images/prime/task/B/pumpkin,pumpkin,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,4,1,1.5,1,1.110687971,NA,B,pumpkin,0,1,0
6,9,1,1,2,Sun May 19 13:37:49 2019,6,old,images/prime/task/B/hand,hand,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,5,1,1.5,1,0.387116194,NA,B,hand,0,1,0
7,9,1,0,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/A/clock,clock,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,6,1,1.5,1,0.034530878,NA,A,clock,0,1,0
8,9,1,0,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/A/truck,truck,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,7,1,1.5,1,1.164552212,NA,A,truck,0,1,0
9,9,1,1,2,Sun May 19 13:37:49 2019,6,old,images/prime/task/B/umbrella,umbrella,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,8,1,1.5,1,1.021934986,NA,B,umbrella,0,1,0
10,9,1,0,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/A/snowman,snowman,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,9,1,1.5,1,0.099254131,NA,A,snowman,0,1,0
11,9,1,0,2,Sun May 19 13:37:49 2019,5,old,images/prime/task/A/horse,horse,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,10,1,1.5,1,1.355181932,NA,A,horse,0,1,0
12,9,1,1,2,Sun May 19 13:37:49 2019,6,old,images/prime/task/B/key,key,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,11,1,1.5,1,1.303884983,NA,B,key,0,1,0
13,9,1,1,2,Sun May 19 13:37:49 2019,5,old,images/prime/task/B/guitar,guitar,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,12,1,1.5,1,1.194360971,NA,B,guitar,0,1,0
14,9,1,0,2,Sun May 19 13:37:49 2019,7,old,images/prime/task/A/banana,banana,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,13,1,1.5,1,1.202185154,NA,A,banana,0,1,0
15,9,1,0,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/A/cat,cat,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,14,1,1.5,1,0.41034317,NA,A,cat,0,1,0
16,9,1,1,2,Sun May 19 13:37:49 2019,8,old,images/prime/task/B/sock,sock,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,15,1,1.5,1,0.034827948,NA,B,socks,0,1,0
17,9,1,0,2,Sun May 19 13:37:49 2019,7,old,images/prime/task/A/table,table,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,16,1,1.5,1,0.922513008,NA,A,desk,0,1,0
18,9,1,1,2,Sun May 19 13:37:49 2019,7,old,images/prime/task/B/apple,apple,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,17,1,1.5,1,1.276258945,NA,B,apple,0,1,0
19,9,1,1,2,Sun May 19 13:37:49 2019,6,old,images/prime/task/B/camel,camel,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,18,1,1.5,1,0.087850094,NA,B,camel,0,1,0
20,9,1,1,2,Sun May 19 13:37:49 2019,5,old,images/prime/task/B/mountain,mountain,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,19,1,1.5,1,0.216026068,NA,B,mountain,0,1,0
21,9,1,1,2,Sun May 19 13:37:49 2019,7,old,images/prime/task/B/candle,candle,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,20,1,1.5,1,1.126726866,NA,B,candle,0,1,0
22,9,1,1,2,Sun May 19 13:37:49 2019,7,old,images/prime/task/B/kangaroo,kangaroo,4,1,1,10,1,0.5,3,3,5,2,10,B,1,1,6,data,C1074,1074,21,1,1.5,1,0.120106936,NA,B,kangaroo,0,1,0
