"","X","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",1,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/tree","tree",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,0,1,1.5,1,1.27406191825867,NA,"A","tree",0,1,0
"2",2,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/ladder","ladder",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,1,1,1.5,1,1.01140999794006,NA,"A","ladder",0,1,0
"3",3,18,1,0,3,"Tue Apr  2 10:04:24 2019",4,"old","images/prime/task/A/horse","horse",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,2,1,1.5,1,1.09931302070618,NA,"A","horse",0,1,0
"4",4,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/kite","kite",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,3,1,1.5,1,1.15116500854492,NA,"A","kite",0,1,0
"5",5,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/ear","ear",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,4,1,1.5,1,0.398678064346313,NA,"B","ear",0,1,0
"6",6,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/penguin","penguin",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,5,1,1.5,1,0.512441158294678,NA,"A","penguin",0,1,0
"7",7,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/elephant","elephant",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,6,1,1.5,1,0.785989999771118,NA,"B","elephant",0,1,0
"8",8,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/apple","apple",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,7,1,1.5,1,1.10679888725281,NA,"B","apple",0,1,0
"9",9,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/car","car",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,8,1,1.5,1,0.181135177612305,NA,"B","car",0,1,0
"10",10,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/glasses","glasses",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,9,1,1.5,1,0.567474842071533,NA,"B","glasses",0,1,0
"11",11,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/pear","pear",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,10,1,1.5,1,0.55466103553772,NA,"A","pear",0,1,0
"12",12,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/hanger","hanger",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,11,1,1.5,1,1.07327699661255,NA,"A","hanger",0,1,0
"13",13,18,1,0,3,"Tue Apr  2 10:04:24 2019",4,"old","images/prime/task/A/truck","truck",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,12,1,1.5,1,1.45511102676392,NA,"A","bus",0,1,0
"14",14,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/umbrella","umbrella",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,13,1,1.5,1,0.731260061264038,NA,"B","umbrella
",0,1,0
"15",15,18,1,0,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/A/scissors","scissors",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,14,1,1.5,1,1.11006712913513,NA,"A","scissors",0,1,0
"16",16,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/guitar","guitar",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,15,1,1.5,1,0.492808103561401,NA,"B","guitar",0,1,0
"17",17,18,1,1,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/B/comb","comb",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,16,1,1.5,1,0.8161940574646,NA,"B","comb",0,1,0
"18",18,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/cat","cat",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,17,1,1.5,1,1.13547611236572,NA,"A","cat",0,1,0
"19",19,18,1,0,3,"Tue Apr  2 10:04:24 2019",8,"old","images/prime/task/A/monkey","monkey",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,18,1,1.5,1,0.632473945617676,NA,"A","monkey",0,1,0
"20",20,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/fish","fish",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,19,1,1.5,1,0.873080015182495,NA,"A","fish
",0,1,0
"21",21,18,1,0,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/A/piano","piano",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,20,1,1.5,1,0.142919778823853,NA,"A","piano",0,1,0
"22",22,18,1,0,3,"Tue Apr  2 10:04:24 2019",4,"old","images/prime/task/A/table","table",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,21,1,1.5,1,1.47690606117249,NA,"A","table",0,1,0
"23",23,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/camel","camel",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,22,1,1.5,1,0.306921005249023,NA,"B","camel",0,1,0
"24",24,18,1,1,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/B/carrot","carrot",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,23,1,1.5,1,0.938981056213379,NA,"B","carrot",0,1,0
"25",25,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/flower","flower",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,24,1,1.5,1,1.0109429359436,NA,"B","flower",0,1,0
"26",26,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/snowman","snowman",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,25,1,1.5,1,0.0634520053863525,NA,"A","snowman",0,1,0
"27",27,18,1,1,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/B/ball","ball",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,26,1,1.5,1,1.06880497932434,NA,"B","easter egg
",0,1,0
"28",28,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/sock","sock",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,27,1,1.5,1,0.665207862854004,NA,"B","sock",0,1,0
"29",29,18,1,1,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/B/bird","bird",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,28,1,1.5,1,0.75126576423645,NA,"B","bird",0,1,0
"30",30,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/clock","clock",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,29,1,1.5,1,1.47042393684387,NA,"A","clock",0,1,0
"31",31,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/key","key",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,30,1,1.5,1,1.02319502830505,NA,"B","key",0,1,0
"32",32,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/foot","foot",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,31,1,1.5,1,1.26513314247131,NA,"A","foot",0,1,0
"33",33,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/chair","chair",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,32,1,1.5,1,0.702134847640991,NA,"B","chair",0,1,0
"34",34,18,1,1,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/B/bowl","bowl",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,33,1,1.5,1,0.969047069549561,NA,"B","bowl",0,1,0
"35",35,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/sandwich","sandwich",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,34,1,1.5,1,0.527514934539795,NA,"B","sandwich",0,1,0
"36",36,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/kangaroo","kangaroo",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,35,1,1.5,1,0.578338861465454,NA,"B","kangaroo",0,1,0
"37",37,18,1,1,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/B/pumpkin","pumpkin",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,36,1,1.5,1,0.946779012680054,NA,"B","pumpkin",0,1,0
"38",38,18,1,0,3,"Tue Apr  2 10:04:24 2019",8,"old","images/prime/task/A/banana","banana",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,37,1,1.5,1,0.499579191207886,NA,"A","banana",0,1,0
"39",39,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/hand","hand",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,38,1,1.5,1,1.04702591896057,NA,"B","hand",0,1,0
"40",40,18,1,0,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/A/whistle","whistle",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,39,1,1.5,1,0.37788987159729,NA,"A","whistle",0,1,0
"41",41,18,1,0,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/A/shoe","shoe",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,40,1,1.5,1,0.217784881591797,NA,"A","shoe",0,1,0
"42",42,18,1,1,3,"Tue Apr  2 10:04:24 2019",5,"old","images/prime/task/B/candle","candle",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,41,1,1.5,1,0.97287917137146,NA,"B","candle",0,1,0
"43",43,18,1,0,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/A/bed","bed",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,42,1,1.5,1,0.486650943756104,NA,"A","bed",0,1,0
"44",44,18,1,0,3,"Tue Apr  2 10:04:24 2019",7,"old","images/prime/task/A/watch","watch",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,43,1,1.5,1,1.45594811439514,NA,"A","watch",0,1,0
"45",45,18,1,0,3,"Tue Apr  2 10:04:24 2019",8,"old","images/prime/task/A/grapes","grapes",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,44,1,1.5,1,0.0983459949493408,NA,"A","grapes",0,1,0
"46",46,18,1,1,3,"Tue Apr  2 10:04:24 2019",6,"old","images/prime/task/B/mountain","mountain",4,0,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A067",67,45,1,1.5,1,0.420372009277344,NA,"B","mountain",0,1,0
