"","age","animation_time_between_frames","appeared_in_n_back_task","condition","date","difficulty","difficulty_category","image_folder_path","image_name","n_back_block_total","n_back_blocks_reversed","n_back_display_time","n_back_focal_image_height","n_back_image_overlap","n_back_interstimulus_interval","n_back_max_difficulty","n_back_max_errors_to_raise_difficulty","n_back_min_errors_to_lower_difficulty","n_back_practice_max_difficulty","n_back_prime_image_height","n_back_prime_list_name","n_back_start_difficulty","n_back_task","n_back_task_critical_age","output_location","participant","participant_num","position","practice_run","prime_image_display_time","prime_task","reaction_time","response_time","set","user_response","younger_than_or_at_critical_age","response_correct","response_uncertain"
"1",19,1,1,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/B/mountain","mountain",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,0,1,1.5,1,0.571324110031,NA,"B","mountain",0,1,0
"2",19,1,1,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/B/kangaroo","kangaroo",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,1,1,1.5,1,0.311673164368,NA,"B","kangaroo",0,1,0
"3",19,1,1,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/B/apple","apple",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,2,1,1.5,1,0.950712919235,NA,"B","apple",0,1,0
"4",19,1,0,2,"Fri Mar 22 11:10:02 2019",8,"old","images/prime/task/A/whistle","whistle",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,3,1,1.5,1,0.27771282196,NA,"A","whistle",0,1,0
"5",19,1,0,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/A/scissors","scissors",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,4,1,1.5,1,0.442594051361,NA,"A","scissors",0,1,0
"6",19,1,0,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/A/snowman","snowman",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,5,1,1.5,1,0.331748962402,NA,"A","snowman",0,1,0
"7",19,1,0,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/A/pear","pear",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,6,1,1.5,1,0.520984888077,NA,"A","pear",0,1,0
"8",19,1,1,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/B/car","car",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,7,1,1.5,1,0.844113826752,NA,"B","car",0,1,0
"9",19,1,0,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/A/horse","horse",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,8,1,1.5,1,0.705741882324,NA,"A","horse",0,1,0
"10",19,1,1,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/B/bowl","bowl",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,9,1,1.5,1,0.94048500061,NA,"B","bowl",0,1,0
"11",19,1,1,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/B/ball","ball",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,10,1,1.5,1,0.508969068527,NA,"B","ball",0,1,0
"12",19,1,0,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/A/foot","foot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,11,1,1.5,1,0.53284907341,NA,"A","foot",0,1,0
"13",19,1,0,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/A/table","table",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,12,1,1.5,1,1.40080404282,NA,"A","table",0,1,0
"14",19,1,1,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/B/glasses","glasses",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,13,1,1.5,1,1.22672915459,NA,"B","glasses",0,1,0
"15",19,1,1,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/B/hand","hand",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,14,1,1.5,1,0.646211147308,NA,"B","hand",0,1,0
"16",19,1,1,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/B/sandwich","sandwich",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,15,1,1.5,1,1.30543017387,NA,"B","sandwich",0,1,0
"17",19,1,0,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/A/watch","watch",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,16,1,1.5,1,1.00743508339,NA,"A","watch",0,1,0
"18",19,1,0,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/A/ladder","ladder",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,17,1,1.5,1,0.0062210559845,NA,"A","ladder",0,1,0
"19",19,1,1,2,"Fri Mar 22 11:10:02 2019",8,"old","images/prime/task/B/candle","candle",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,18,1,1.5,1,0.265038967133,NA,"B","candle",0,1,0
"20",19,1,0,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/A/banana","banana",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,19,1,1.5,1,1.31629300117,NA,"A","banana",0,1,0
"21",19,1,1,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/B/chair","chair",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,20,1,1.5,1,0.0038948059082,NA,"B","chair",0,1,0
"22",19,1,1,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/B/comb","comb",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,21,1,1.5,1,0.796394109726,NA,"B","comb",0,1,0
"23",19,1,1,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/B/guitar","guitar",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,22,1,1.5,1,0.944973945618,NA,"B","guitar",0,1,0
"24",19,1,1,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/B/umbrella","umbrella",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,23,1,1.5,1,0.793990850449,NA,"B","umbrella",0,1,0
"25",19,1,0,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/A/grapes","grapes",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,24,1,1.5,1,1.4056251049,NA,"A","grapes",0,1,0
"26",19,1,0,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/A/clock","clock",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,25,1,1.5,1,0.35605096817,NA,"A","clock",0,1,0
"27",19,1,0,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/A/bed","bed",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,26,1,1.5,1,0.499743938446,NA,"A","bed",0,1,0
"28",19,1,0,2,"Fri Mar 22 11:10:02 2019",7,"old","images/prime/task/A/monkey","monkey",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,27,1,1.5,1,0.304519891739,NA,"A","monkey",0,1,0
"29",19,1,1,2,"Fri Mar 22 11:10:02 2019",5,"old","images/prime/task/B/key","key",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,28,1,1.5,1,1.34737610817,NA,"B","key",0,1,0
"30",19,1,0,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/A/penguin","penguin",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,29,1,1.5,1,0.692238807678,NA,"A","penguin",0,1,0
"31",19,1,0,2,"Fri Mar 22 11:10:02 2019",6,"old","images/prime/task/A/fish","fish",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,30,1,1.5,1,0.566159963608,NA,"A","fish",0,1,0
"32",19,1,1,2,"Fri Mar 22 11:10:02 2019",8,"old","images/prime/task/B/carrot","carrot",4,1,1,10,1,0.5,3,3,5,2,10,"B",1,1,6,"data","A058",58,31,1,1.5,1,NA,NA,"B"," carrot",0,1,0
